충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
평촌더샵센트럴시티,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,10,0,N,경기도 안양시 동안구 시민대로327번길 55,경기도 안양시 동안구 관양동 1815번지 평촌더샵센트럴시티,에버온,1661-7766,37.39900394,126.9628702,2022-05-11
흥화아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 귀인로98번길 13,경기도 안양시 동안구 호계동 927번지 흥화아파트,에버온,1661-7766,37.38180646,126.9512455,2022-05-11
호계양우내안애팰리스,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 흥안대로94번길 68,경기도 안양시 동안구 호계동 972-9번지 양우내안애팰리스,에버온,1661-7766,37.3666087,126.9569803,2022-05-11
개인설치,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 만안구 경수대로 1185-8,경기도 안양시 만안구 안양동 28-7번지,이카플러그,031-778-6181,37.41537561,126.9159349,2022-05-11
관악산현대홈타운,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 만안구 경수대로1244번길 48,경기도 안양시 만안구 석수동 166번지 관악산현대홈타운,한국전력,1899-2100,37.42085744,126.9126036,2022-05-11
관악역우방유쉘아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 만안구 안양로 500,경기도 안양시 만안구 석수동 278-1번지 관악역우방유쉘아파트,한국전기차충전서비스,1522-1782,37.41481745,126.9088199,2022-05-11
은하수청구아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,15,0,N,경기도 안양시 동안구 시민대로159번길 59,경기도 안양시 동안구 비산동 1104번지 은하수청구아파트,차지인,031-778-8014,37.39214443,126.9452844,2022-05-11
인덕원대림2차 아파트,지하 주차장,경기도,-,0:00,24:00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 안양시 동안구 평촌동 흥안대로414번길 39,경기도 안양시 동안구 평촌동 101번지 인덕원대림2차아파트,한국전력,1899-2100,37.39196972,126.9761493,2022-05-11
임곡그린빌아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,20,0,N,경기도 안양시 동안구 임곡로 43,경기도 안양시 동안구 비산동 1155번지,에버온,1661-7766,37.40748924,126.9327193,2022-05-11
㈜평촌써비스,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 시민대로393번길 21,경기도 안양시 동안구 관양동 853-1번지,대영채비,1522-2573,37.39752703,126.9731845,2022-05-11
초원5단지,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,6,0,N,경기도 안양시 동안구 부림로 52,경기도 안양시 동안구 평촌동 897-7번지 초원럭키아파트,파워큐브,031-455-3459,37.38837751,126.9690236,2022-05-11
케이티안양빌딩,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,13,0,N,경기도 안양시 동안구 평촌대로 243,경기도 안양시 동안구 비산동 1110-2번지,차지비,1600-4047,37.39332087,126.9540311,2022-05-11
케이티호계빌딩,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 경수대로 507,경기도 안양시 동안구 호계동 974번지,차지비,1600-4047,37.36751342,126.9577078,2022-05-11
평촌 이편한세상아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 동안구 흥안대로456번길 17,경기도 안양시 동안구 평촌동 75-1번지 평촌이편한세상,에버온,1661-7766,37.39556793,126.9765423,2022-05-11
평촌더샵아이파크아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 경수대로610번길 36,경기도 안양시 동안구 호계동 1287번지 평촌더샵아이파크,클린일렉스,1811-1350,37.3756807,126.9578862,2022-05-11
평촌목련신동아아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 동안구 동안로 75,경기도 안양시 동안구 호계동 1053-3번지 목련신동아아파트,차지비,1600-4047,37.38595356,126.9533616,2022-05-11
평촌삼성래미안,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 흥안대로456번길 66,경기도 안양시 동안구 평촌동 34번지 삼성래미안아파트,차지비,1600-4047,37.39277642,126.9792052,2022-05-11
평촌아크로타워,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 시민대로 230,경기도 안양시 동안구 관양동 1591번지,차지비,1600-4047,37.39233178,126.9565123,2022-05-11
평촌영풍아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 평촌동 흥안대로414번길 20,경기도 안양시 동안구 평촌동 130-1번지 영풍아파트,한국전력,1899-2100,37.39073717,126.9746441,2022-05-11
평촌한양월드빌오피스텔,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 시민대로 295,경기도 안양시 동안구 관양동 1597번지,차지인,031-778-8014,37.39560562,126.962838,2022-05-11
피에스엔,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 벌말로 140,경기도 안양시 동안구 관양동 823번지,지커넥트,1544-4279,37.40022786,126.9704314,2022-05-11
한솔센트럴파크1차,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 동안구 평촌대로 217,경기도 안양시 동안구 호계동 1048-3번지,스타코프,1833-4903,37.39065045,126.9554739,2022-05-11
한솔센트럴파크2차,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,3,0,N,경기도 안양시 동안구 관평로 176,경기도 안양시 동안구 관양동 1605번지,클린일렉스,1811-1350,37.39253221,126.9609168,2022-05-11
한솔센트럴파크3차,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 시민대로 297,경기도 안양시 동안구 관양동 1597-1번지,에버온,1661-7766,37.39572429,126.9631648,2022-05-11
삼호수정아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 만안구 안양로13번길 11,경기도 안양시 만안구 안양동 377-1번지 삼호수정아파트,에버온,1661-7766,37.37700226,126.9397372,2022-05-11
수리산성원상떼빌 2차,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 만안구 삼덕로63번길 32,경기도 안양시 만안구 안양동 708-196번지 수리산성원상떼빌2차,에버온,1661-7766,37.3926335,126.9176478,2022-05-11
부영아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 학의로 46,경기도 안양시 동안구 비산동 1102-4번지 관악부영아파트,클린일렉스,1811-1350,37.39572302,126.9453145,2022-05-11
초원대원 아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,Y,AC3상+DC차데모+DC콤보,2,1,N,경기도 안양시 동안구 평촌동 부림로 55,경기도 안양시 동안구 평촌동 898-6번지 초원대원아파트,차지비,1600-4047,37.38833582,126.96777,2022-05-11
코오롱하늘채아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 만안구 충훈로 92,경기도 안양시 만안구 석수동 786번지 석수코오롱하늘채,지커넥트,1544-4279,37.40817231,126.8976969,2022-05-11
평촌목련8단지,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,8,0,N,경기도 안양시 동안구 동안로 57,"경기도 안양시 동안구 호계동 1053-4번지 목련동아,경남아파트",파워큐브,031-455-3459,37.38422813,126.9525382,2022-05-11
평촌아이파크,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 부림로 113,경기도 안양시 동안구 관양동 1608-2번지,파워큐브,031-455-3459,37.39365606,126.9642528,2022-05-11
평촌자이엘라,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 관평로 183,경기도 안양시 동안구 관양동 1591-12번지,클린일렉스,1811-1350,37.39309372,126.9595232,2022-05-11
한라비발디아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,10,0,N,경기도 안양시 만안구 박달로 453,경기도 안양시 만안구 박달동 114번지 한라비발디아파트,파워큐브,031-455-3459,37.40346548,126.9026948,2022-05-11
호계임광그대가3차,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 동안구 경수대로685번길 12,경기도 안양시 동안구 호계동 923-35번지 호계임광그대가3차아파트,LG헬로비전,1855-1000,37.38344575,126.950985,2022-05-11
홈플러스 안양점,지하 주차장,경기도,-,0:00,24:00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 안양시 동안구 엘에스로 92,경기도 안양시 동안구 호계동 555-9번지,한국자동차환경협회,1661-9408,37.37161278,126.9514327,2022-05-11
힐스테이트에코평촌,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 부림로169번길 41,경기도 안양시 동안구 관양동 1588-14번지,파워큐브,031-455-3459,37.39700699,126.9617886,2022-05-11
신한데뷰오피스텔,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 안양판교로 20,경기도 안양시 동안구 관양동 1505-29번지,이카플러그,031-778-6181,37.40026172,126.9780462,2022-05-11
석수엘지빌리지아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,10,0,N,경기도 안양시 만안구 연현로79번길 84,경기도 안양시 만안구 석수동 484번지 석수엘지빌리지,에버온,1661-7766,37.42802946,126.9012564,2022-05-11
호계e편한세상,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,6,0,N,경기도 안양시 동안구 경수대로 430,경기도 안양시 동안구 호계동 813번지 호계e-편한세상아파트,에버온,1661-7766,37.36389773,126.9633803,2022-05-11
경남아너스빌 아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 만안구 안양동 태평로 214,경기도 안양시 만안구 안양동 78번지 안양동경남아너스빌,한국전력,1899-2100,37.40637173,126.9197562,2022-05-11
신명프라임,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 만안구 박달로557번길 91,경기도 안양시 만안구 안양동 822-40번지 신명프라임,스타코프,1833-4903,37.4065477,126.9134046,2022-05-11
성지스타위드,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,9,0,N,경기도 안양시 동안구 흥안대로427번길 38,경기도 안양시 동안구 관양동 954-6번지,차지비,1600-4047,37.39297121,126.9723126,2022-05-11
좋은이웃교회,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 경수대로 938,경기도 안양시 동안구 비산동 554-15번지,차지비,1600-4047,37.39911723,126.9330761,2022-05-11
호계마젤란21,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 경수대로707번길 42,경기도 안양시 동안구 호계동 919-2번지 호계마젤란21아파트,차지비,1600-4047,37.38452871,126.9493279,2022-05-11
안양케이타운,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 동편로 22,경기도 안양시 동안구 관양동 1724번지,파워큐브,031-455-3459,37.40612151,126.9721526,2022-05-11
에이원골프클럽,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 만안구 전파로 23,경기도 안양시 만안구 안양동 192-4번지,씨어스,032-873-2302,37.39145802,126.9354723,2022-05-11
우방아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 흥안대로249번길 18,경기도 안양시 동안구 호계동 1116번지 샘마을아파트,파워큐브,031-455-3459,37.37862693,126.9695328,2022-05-11
한양수자인에듀파크,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 만안구 충훈로 14,경기도 안양시 만안구 박달동 939번지 한양수자인에듀파크,LG헬로비전,1855-1000,37.40303974,126.9040653,2022-05-11
꿈마을 건영3차아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 동안구 귀인로 294,경기도 안양시 동안구 평촌동 933-7번지 꿈마을아파트,파워큐브,031-455-3459,37.38652144,126.9712056,2022-05-11
부림동행정복지센터,지상 주차장,경기도,-,9:00,18:00,Y,N,-,1,0,N,경기도 안양시 동안구 달안로 154,경기도 안양시 동안구 관양동 1588-1번지,에버온,1661-7766,37.398727,126.9594602,2022-05-11
안양시청,지상 주차장,경기도,-,0:00,24:00:00,Y,Y,AC3상+DC차데모+DC콤보,1,2,Y,경기도 안양시 동안구 시민대로 235,경기도 안양시 동안구 관양동 1590번지,한국자동차환경협회,1661-9408,37.39520629,126.9582879,2022-05-11
만안구청,지상 주차장,경기도,-,0:00,24:00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 안양시 만안구 안양로 128,경기도 안양시 만안구 안양동 530번지,한국자동차환경협회,1661-9408,37.38663912,126.9324246,2022-05-11
동안구청,지상 주차장,경기도,-,0:00,24:00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 안양시 동안구 동안로 158,경기도 안양시 동안구 비산동 1111번지,한국자동차환경협회,1661-9408,37.39250592,126.9512805,2022-05-11
안양1동행정복지센터,지하 주차장,경기도,-,9:00,18:00,Y,N,-,1,0,N,경기도 안양시 만안구 장내로 170,경기도 안양시 만안구 안양동 1383번지,에버온,1661-7766,37.39910064,126.9259019,2022-05-11
안양4동행정복지센터,지상 주차장,경기도,-,9:00,18:00,Y,N,-,1,0,N,경기도 안양시 만안구 냉천로193번길 34,경기도 안양시 만안구 안양동 711-399번지,에버온,1661-7766,37.39655554,126.917866,2022-05-11
안양6동행정복지센터,지상 주차장,경기도,-,9:00,18:00,Y,N,-,1,0,N,경기도 안양시 만안구 안양로170번길 23,경기도 안양시 만안구 안양동 437-4번지,에버온,1661-7766,37.39007344,126.9305686,2022-05-11
안양7동행정복지센터,지하 주차장,경기도,-,9:00,18:00,Y,N,-,1,0,Y,경기도 안양시 만안구 덕천로 115,경기도 안양시 만안구 안양동 1397번지,에버온,1661-7766,37.39146779,126.9337438,2022-05-11
안양9동행정복지센터,지상 주차장,경기도,-,9:00,18:00,Y,N,-,1,0,N,경기도 안양시 만안구 병목안로142번길 12-9,경기도 안양시 만안구 안양동 995-27번지,에버온,1661-7766,37.39147905,126.9084271,2022-05-11
관악역이안아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,3,0,N,경기도 안양시 만안구 경수대로1290번길 15,경기도 안양시 만안구 석수동 101-16번지 관악역이안,파워큐브,031-455-3459,37.4228554,126.9083725,2022-05-11
리치밸리주상복합,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 동안구 흥안대로 94,경기도 안양시 동안구 호계동 966-1번지 리치밸리,에이치엘비일렉,031-944-0500,37.36912427,126.9551777,2022-05-11
귀인현대홈타운아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,9,0,N,경기도 안양시 동안구 귀인로 210,경기도 안양시 동안구 평촌동 314번지 귀인마을현대홈타운,지커넥트,1544-4279,37.38484373,126.9629486,2022-05-11
극동아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,3,0,N,경기도 안양시 만안구 삼봉로 35,경기도 안양시 만안구 박달동 139-202번지 극동아파트,차지인,031-778-8014,37.39937486,126.9030097,2022-05-11
금강IT타워,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 동안구 학의로 282,경기도 안양시 동안구 관양동 810번지,차지비,1600-4047,37.4009701,126.9691155,2022-05-11
기아 평촌중앙점,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 관악대로 255,경기도 안양시 동안구 비산동 1034-10번지,스타코프,1833-4903,37.40235826,126.9513555,2022-05-11
기아오토큐군포자동차정비,지하 주차장,경기도,-,0:00,24:00:00,N,Y,DC차데모+DC콤보,0,1,N,경기도 안양시 동안구 엘에스로 95,경기도 안양시 동안구 호계동 1028-12번지,에스트래픽,031-601-3500,37.37059777,126.9502542,2022-05-11
기아오토큐 평촌서비스,지하 주차장,경기도,-,0:00,24:00:00,N,Y,DC차데모+DC콤보,0,1,N,경기도 안양시 동안구 시민대로393번길 21,경기도 안양시 동안구 관양동 853-1번지,에스트래픽,031-601-3500,37.39752703,126.9731845,2022-05-11
꿈마을금호아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 동안구 관평로 88,경기도 안양시 동안구 평촌동 932-2번지 꿈마을금호아파트,에버온,1661-7766,37.38534059,126.9651817,2022-05-11
